name,LONDD,LATDD,pptcon,MAP,tmax_jan_a,MAT,altitude,tmin_july_,summer_rainfall
PRREPE,19.12283,-32.418,56,506,20.7,12,1158,3.1,14
PRREPE,19.12767,-32.4205,56,491,20.4,11.8,1158,3,12
PRREPE,19.40333,-33.03067,56,499,23.9,12.2,1285,1,17
PRREPE,19.40667,-33.0315,56,499,23.9,12.2,1285,1,17
PRREPE,19.40017,-33.0295,56,499,23.9,12.2,1285,1,17
PRREPE,19.39633,-33.02867,56,499,23.9,12.2,1285,1,17
PRREPE,19.39317,-33.02783,56,499,23.9,12.2,1285,1,17
PRREPE,19.34,-32.95917,54,688,23.6,12,1365,1,25
PRREPE,19.33917,-32.957,54,620,23.3,11.9,1387,0.9,23
PRREPE,19.3415,-32.962,54,688,23.6,12,1365,1,25
PRREPE,19.34283,-32.9635,55,685,24.8,12.8,1196,1.4,22
PRREPE,19.35667,-32.97233,55,685,24.8,12.8,1196,1.4,22
PRREPE,19.38917,-33.02733,56,543,23.7,12.1,1315,0.9,18
PRREPE,19.334,-32.97483,54,688,23.6,12,1365,1,25
PRREPE,19.33733,-32.976,54,674,23.5,12,1365,0.9,25
PRREPE,19.339,-32.9775,54,674,23.5,12,1365,0.9,25
PRREPE,19.3415,-32.97867,54,674,23.5,12,1365,0.9,25
PRREPE,19.34117,-32.976,54,674,23.5,12,1365,0.9,25
PRREPE,21.746,-33.8925,4,459,28.9,17,366,4.3,67
PRREPE,21.746,-33.89667,4,459,28.9,17,366,4.3,67
PRREPE,21.74733,-33.89917,4,459,28.9,17,366,4.3,67
PRREPE,22.25817,-33.86033,4,680,22.7,13.6,762,2,136
PRREPE,22.25817,-33.8635,4,680,22.7,13.6,762,2,136
PRREPE,22.71433,-33.81317,4,532,20.7,13.7,692,4.6,90
PRREPE,22.72167,-33.81033,4,532,20.7,13.7,692,4.6,90
PRREPE,22.5035,-33.841,4,556,21.2,14,602,4.5,86
PRREPE,21.75317,-33.91933,4,472,29.1,16.9,491,4,68
PRREPE,21.75517,-33.91533,4,472,29.1,16.9,491,4,68
PRREPE,22.793,-33.81467,6,677,19,12.4,1049,3.3,114
PRREPE,20.54317,-34.36967,19,550,28.6,17.1,226,5.6,53
PRREPE,21.7725,-33.92017,4,500,28.6,16.8,463,4.3,73
PRREPE,21.772,-33.92517,4,470,28.4,16.8,463,4.4,68
PRREPE,18.83917,-31.73667,61,242,29,16.7,730,5.4,5
PRREPE,18.6825,-32.74467,51,521,27.9,16.1,579,6.8,20
PRREPE,18.679,-32.7455,51,521,27.9,16.1,579,6.8,20
PRREPE,18.66967,-32.78067,51,520,28.7,16.8,442,7.3,20
PRREPE,18.67117,-32.7855,51,520,28.7,16.8,442,7.3,20
PRREPE,18.61583,-32.79467,51,467,29.6,17.4,347,7.5,20
PRREPE,18.61717,-32.79917,51,467,29.6,17.4,347,7.5,20
PRREPE,18.6235,-32.808,51,467,29.6,17.4,347,7.5,20
PRREPE,18.67883,-32.7265,51,543,27.6,15.9,716,6.6,20
PRREPE,18.681,-32.72917,51,543,27.6,15.9,716,6.6,20
PRREPE,19.73317,-34.017,34,350,21.6,12.6,1052,2.7,23
PRREPE,19.73817,-34.01717,34,350,21.6,12.6,1052,2.7,23
PRREPE,19.74,-34.0135,34,350,21.6,12.6,1052,2.7,23
PRREPE,19.73683,-34.0135,34,350,21.6,12.6,1052,2.7,23
PRREPE,19.73417,-34.01533,34,350,21.6,12.6,1052,2.7,23
PRREPE,19.65767,-34.00617,31,361,23.1,13.5,869,3.7,36
PRREPE,19.7,-34.00467,34,322,23.6,13.8,698,3.8,25
PRREPE,19.7345,-34.02767,33,352,21.9,12.8,1052,2.8,24
PRREPE,22.79433,-33.81367,6,677,19,12.4,1049,3.3,114
PRREPE,22.39783,-33.85317,6,613,20.1,12.9,879,3.1,110
PRREPE,22.267,-33.87033,5,656,21.9,13.1,940,1.4,131
PRREPE,22.26883,-33.8685,5,656,21.9,13.1,940,1.4,131
PRREPE,22.26717,-33.86417,5,656,21.9,13.1,940,1.4,131
PRREPE,22.29467,-33.86033,4,685,22.1,13.2,899,1.7,137
PRREPE,18.82567,-31.73517,61,242,29,16.7,730,5.4,5
PRREPE,19.232,-32.72833,54,457,27,14.5,809,3.1,15
PRREPE,19.23783,-32.71933,54,456,26.2,14.3,809,3.1,15
PRREPE,19.22,-32.72417,54,428,25.3,13.8,809,2.9,14
PRREPE,19.1935,-32.658,54,422,24.2,13.8,850,3.9,13
PRREPE,19.20033,-32.66633,54,406,25,13.9,824,3.2,13
PRREPE,19.24033,-32.68067,54,430,26.5,14.6,777,3.3,13
PRREPE,19.18933,-32.61083,54,427,23.8,13.8,776,4,14
PRREPE,19.19017,-32.61467,54,427,23.8,13.8,776,4,14
PRREPE,19.19067,-32.6185,54,427,23.8,13.8,776,4,14
PRREPE,19.191,-32.62217,54,427,23.8,13.8,776,4,14
PRREPE,19.20183,-32.633,53,419,23.1,13.2,971,3.6,13
PRREPE,21.15917,-33.99233,5,544,31,17.5,415,4.6,102
PRREPE,21.14,-33.98067,6,823,31.1,17.5,393,4.6,158
PRREPE,22.19383,-33.33383,7,453,24.4,12.4,1385,-1.4,59
PRREPE,22.19117,-33.33617,7,536,23.6,11.9,1536,-2,69
PRREPE,22.18917,-33.33783,7,536,23.6,11.9,1536,-2,69
PRREPE,22.18317,-33.34417,6,733,27.3,14.5,821,1.3,99
PRREPE,22.17683,-33.35433,6,733,27.3,14.5,821,1.3,99
PRREPE,22.158,-33.35917,4,570,28.4,15.3,686,2.3,77
PRREPE,22.15467,-33.35517,5,820,27.2,14.5,823,1.2,111
PRREPE,22.15583,-33.348,5,820,27.2,14.5,823,1.2,111
PRREPE,22.14533,-33.34233,5,820,27.2,14.5,823,1.2,111
PRREPE,22.15,-33.34217,5,820,27.2,14.5,823,1.2,111
PRREPE,22.154,-33.345,5,820,27.2,14.5,823,1.2,111
PRREPE,21.99383,-33.34633,7,416,24,12.4,1417,-1.7,51
PRREPE,21.99817,-33.34917,7,416,24,12.4,1417,-1.7,51
PRREPE,21.92883,-33.34517,10,496,20.9,10.5,1735,-3.3,43
PRREPE,22.7325,-33.64867,10,423,20.9,12.4,1006,1.8,48
PRREPE,22.73683,-33.64533,10,423,20.9,12.4,1006,1.8,48
PRREPE,22.7565,-33.6745,10,566,21.9,13.3,800,3.1,67
PRREPE,22.2475,-33.85617,4,579,23.6,14,613,2.2,107
PRREPE,22.25,-33.85333,4,579,23.6,14,613,2.2,107
PRREPE,22.25433,-33.85433,4,579,23.6,14,613,2.2,107
PRREPE,22.25783,-33.85717,4,579,23.6,14,613,2.2,107
PRREPE,22.2595,-33.86217,5,656,21.9,13.1,940,1.4,131
PRREPE,19.27967,-34.39117,33,596,24.9,15.2,511,6.5,57
PRREPE,21.479,-33.37033,9,211,23.7,13.3,1207,2.6,29
PRREPE,21.45467,-33.3815,9,290,20.3,11.2,1649,1.5,40
PRREPE,21.22667,-33.9505,5,570,29.7,16.5,773,4.8,96
PRREPE,24.271,-33.65567,11,315,27.3,16.7,595,4.9,65
PRREPE,24.23183,-33.72033,8,291,25.6,15.6,760,4,54
PRREPE,24.20183,-33.6955,8,265,25.4,15.4,840,3.6,52
PRREPE,22.20367,-33.83383,3,602,26.5,15,549,1.8,101
PRREPE,22.21033,-33.8385,4,524,25.7,14.4,770,1.2,83
PRREPE,18.83733,-31.7485,61,235,29.7,17.2,599,5.7,5
PRREPE,18.83917,-31.73667,61,242,29,16.7,730,5.4,5
PRREPE,18.80417,-31.69033,61,236,30.2,17.6,573,6,3
PRREPE,18.80867,-31.69267,61,243,28.8,16.5,830,5.3,5
PRREPE,19.07583,-33.03017,51,608,24.4,13.8,810,3.8,40
PRREPE,19.077,-33.03833,51,608,24.4,13.8,810,3.8,40
PRREPE,19.07783,-33.054,51,611,26.2,15,590,4.6,39
PRREPE,19.06917,-33.05083,50,551,27.6,15.8,590,5.1,37
PRREPE,19.06283,-33.0505,50,551,27.6,15.8,590,5.1,37
PRREPE,19.04783,-32.97033,50,500,25.9,14.5,914,4,30
PRREPE,19.1215,-32.9825,51,579,22,11.9,1102,1.9,35
PRREPE,19.22417,-32.85733,53,489,25.8,13.8,850,2.7,15
PRREPE,19.21283,-32.85967,53,512,26.1,14,852,2.8,18
PRREPE,19.2345,-32.864,54,468,26.7,14.3,852,2.9,15
PRREPE,19.225,-32.86083,53,512,26.1,14,852,2.8,15
PRREPE,19.21467,-32.85067,53,489,25.8,13.8,850,2.7,15
PRREPE,19.21667,-32.8535,53,489,25.8,13.8,850,2.7,15
PRREPE,19.21967,-32.8565,53,489,25.8,13.8,850,2.7,15
PRREPE,19.22433,-32.87283,53,512,26.1,14,852,2.8,18
PRREPE,19.22617,-32.87583,53,484,26.6,14.1,852,2.7,15
PRREPE,19.22733,-32.87933,53,484,26.6,14.1,852,2.7,15
PRREPE,19.223,-32.8785,53,552,26.2,14,852,2.7,19
PRREPE,19.22533,-32.8645,54,468,26.7,14.3,852,2.9,15
PRREPE,19.22267,-32.848,53,489,25.8,13.8,850,2.7,15
PRREPE,19.21433,-32.84283,53,489,25.8,13.8,850,2.7,15
PRREPE,19.21183,-32.83917,53,470,25.9,13.8,849,2.7,15
PRREPE,19.14067,-32.61117,54,432,24.9,14.6,739,4.9,15
PRREPE,19.144,-32.60167,54,422,22.9,13.4,978,4,13
PRREPE,19.142,-32.59783,54,422,22.9,13.4,978,4,13
PRREPE,19.169,-32.6445,54,422,22.5,12.9,1010,3.5,15
PRREPE,19.21767,-32.77767,54,466,26,13.9,849,2.7,15
PRREPE,19.222,-32.778,54,466,26,13.9,849,2.7,15
PRREPE,19.22383,-32.78183,54,466,26,13.9,849,2.7,15
PRREPE,19.21867,-32.7885,54,466,26,13.9,849,2.7,15
PRREPE,19.2215,-32.78483,54,466,26,13.9,849,2.7,15
PRREPE,19.23717,-32.7635,54,443,27,14.5,849,3,14
PRREPE,19.22967,-32.74783,54,445,26.8,14.4,881,2.9,15
PRREPE,19.23117,-32.7365,54,457,27,14.5,809,3.1,15
PRREPE,19.22583,-32.74733,54,445,26.8,14.4,881,2.9,15
PRREPE,19.22033,-32.74633,54,452,25.8,13.8,881,2.6,15
PRREPE,19.27667,-32.68483,53,444,28.4,15.3,738,3.2,15
PRREPE,21.01983,-33.42767,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.01467,-33.42717,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.01433,-33.43133,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.01033,-33.43383,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.01033,-33.43533,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.00967,-33.4365,9,226,25.4,14.1,1280,3.4,26
PRREPE,21.01033,-33.44383,7,441,30.1,17,479,5,52
PRREPE,21.0085,-33.44583,7,441,30.1,17,479,5,52
PRREPE,21.00683,-33.44417,7,421,30.6,17.3,447,5.1,50
PRREPE,21.2125,-33.92667,6,507,30.1,16.9,616,5,83
PRREPE,21.19717,-33.92883,6,545,30.4,17,523,4.8,88
PRREPE,21.2,-33.92883,6,545,30.4,17,523,4.8,88
PRREPE,21.203,-33.93117,6,545,30.4,17,523,4.8,88
PRREPE,19.0565,-32.98483,50,473,26,14.5,914,4.1,30
PRREPE,19.058,-32.98667,50,473,26,14.5,914,4.1,30
PRREPE,19.13067,-33.01967,51,575,21.4,11.6,1185,1.8,35
PRREPE,19.13033,-33.01683,51,575,21.4,11.6,1185,1.8,35
PRREPE,19.12933,-33.01267,51,575,21.4,11.6,1185,1.8,35
PRREPE,19.12833,-33.0095,51,575,21.4,11.6,1185,1.8,35
PRREPE,19.12567,-33.0075,51,567,21.1,11.4,1248,1.6,33
PRREPE,19.12133,-33.00567,51,601,20.7,11.2,1248,1.6,36
PRREPE,19.126,-33.0055,51,567,21.1,11.4,1248,1.6,33
PRREPE,19.12933,-33.00717,51,567,21.1,11.4,1248,1.6,33
PRREPE,19.12867,-33.0045,51,567,21.1,11.4,1248,1.6,33
PRREPE,19.12817,-33.00183,51,567,21.1,11.4,1248,1.6,33
PRREPE,19.1275,-32.999,51,567,21.1,11.4,1248,1.6,33
PRREPE,19.12683,-32.9965,51,567,21.1,11.4,1248,1.6,33
PRREPE,19.08483,-33.00983,51,572,24.3,13.7,810,3.6,39
PRREPE,19.07983,-33.00767,51,544,23.4,13.1,900,3.2,36
PRREPE,18.80367,-31.68983,61,236,30.2,17.6,573,6,3
PRREPE,18.823,-31.7395,61,231,29,16.6,730,5.4,4
PRREPE,18.83983,-31.73517,61,242,29,16.7,730,5.4,5
PRREPE,19.171,-32.64667,54,422,22.5,12.9,1010,3.5,15
PRREPE,19.224,-32.61017,53,406,21.9,12.5,1058,3.1,13
PRREPE,19.199,-32.746,54,479,20.5,10.9,1359,1,19
PRREPE,19.19717,-32.741,54,448,22.3,12,1125,1.7,16
PRREPE,19.20017,-32.737,54,448,22.3,12,1125,1.7,16
PRREPE,19.20433,-32.734,54,448,22.3,12,1125,1.7,16
PRREPE,19.20883,-32.73283,54,434,25.3,13.8,809,2.8,15
PRREPE,19.21133,-32.73533,54,434,25.3,13.8,809,2.8,15
PRREPE,19.21317,-32.73917,54,434,25.3,13.8,809,2.8,15
PRREPE,19.2145,-32.74367,54,452,25.8,13.8,881,2.6,15
PRREPE,19.23467,-32.75133,54,445,26.8,14.4,881,2.9,15
PRREPE,19.19833,-32.67933,54,413,24.8,13.7,824,3,14
PRREPE,19.19767,-32.67433,54,406,25,13.9,824,3.2,13
PRREPE,19.1945,-32.6705,54,406,25,13.9,824,3.2,13
PRREPE,19.65517,-33.36817,50,438,16.6,7.7,1715,-1.1,19
PRREPE,19.63217,-33.35633,50,488,17.3,8.1,1722,-1,21
PRREPE,19.628,-33.35317,50,488,17.3,8.1,1722,-1,21
PRREPE,19.62367,-33.35067,50,508,18.4,8.6,1722,-0.6,23
PRREPE,19.64967,-33.33617,50,471,21.3,10.3,1221,0.4,21
PRREPE,19.63983,-33.33917,50,508,22.5,11,1178,0.8,22
PRREPE,19.52317,-33.9595,37,381,26.4,14.3,880,3.7,31
PRREPE,19.51833,-33.94683,38,351,20.5,11.5,1240,2.2,26
PRREPE,19.521,-33.92433,41,331,22.4,12.9,920,2.7,18
PRREPE,19.31567,-33.86583,51,676,26.9,15.7,738,6.6,29
PRREPE,19.32533,-33.87883,50,694,27.7,16.3,738,6.9,29
PRREPE,19.34617,-33.8905,50,574,30,17.6,472,7.4,22
PRREPE,19.27417,-33.97817,48,644,26.5,16.2,415,7,30
PRREPE,19.2705,-33.97883,48,644,26.5,16.2,415,7,30
PRREPE,19.02917,-34.33083,37,746,23.7,15.6,29,7.6,55
PRREPE,19.05567,-33.04283,50,495,27.9,15.9,710,5.1,35
PRREPE,21.77667,-33.71483,4,346,27.2,15.5,666,2.2,50
PRREPE,21.78133,-33.707,4,459,25,14.2,951,1.4,67
PRREPE,21.78133,-33.70133,4,459,25,14.2,951,1.4,67
PRREPE,21.8025,-33.7025,4,429,25.1,14.2,872,1.4,63
PRREPE,20.57233,-33.53067,28,433,24,13.4,896,2.4,44
PRREPE,20.57683,-33.52483,28,310,23.7,13.2,896,2.3,30
PRREPE,20.61667,-33.52383,27,350,24.3,13.6,838,2.6,32
PRREPE,19.19833,-34.03017,49,702,27.3,16.3,387,6.7,30
PRREPE,19.16417,-34.04617,49,603,27.3,16.2,265,6.4,35
PRREPE,19.186,-34.05583,49,667,27.3,16.3,265,6.6,35
PRREPE,19.18917,-34.054,49,667,27.3,16.3,265,6.6,35
PRREPE,24.93267,-33.84017,4,519,27.9,18,100,6.9,89
PRREPE,24.45217,-33.63733,10,397,28.2,17.2,515,5.2,76
PRREPE,24.0835,-33.53517,18,302,26.8,15.2,1080,1.7,63
PRREPE,24.09,-33.5225,19,129,26.6,15,1080,1.6,26
PRREPE,20.53667,-33.51817,30,320,24.9,14,733,2.8,33
PRREPE,20.52717,-33.51917,30,320,24.9,14,733,2.8,33
PRREPE,21.22417,-33.94167,5,507,29.8,16.5,773,4.6,80
PRREPE,20.72533,-33.9455,12,580,28.5,15.9,549,3.7,88
PRREPE,20.71717,-33.94683,12,546,28.7,16,549,3.7,83
PRREPE,21.40433,-33.9325,13,544,29.2,16.9,518,4.8,47
PRREPE,20.015,-34.06583,29,371,27.6,16.5,242,5.6,29
PRREPE,19.68083,-34.0245,32,330,23.2,13.5,847,3.7,29
PRREPE,19.4205,-33.966,43,439,24.7,13.9,1341,5.2,22
PRREPE,19.08067,-32.35,56,600,21,12.1,1248,3.1,17
PRREPE,19.0755,-32.34417,56,600,21,12.1,1248,3.1,17
PRREPE,19.073,-32.32433,57,531,24.4,14.2,853,4.2,15
PRREPE,19.28983,-32.65017,53,398,26.5,14.2,953,2.5,12
PRREPE,19.16167,-32.502,55,427,17.9,10.3,1471,1.9,11
PRREPE,24.38883,-33.62517,11,364,27.2,16.5,600,4.5,74
PRREPE,24.78717,-33.56167,16,420,23.5,13.7,1158,0.9,87
PRREPE,24.79583,-33.54417,17,662,24,14.1,1051,1.4,140
PRREPE,23.78167,-33.68667,3,502,25,15.1,797,3.6,81
PRREPE,23.7875,-33.69167,2,502,25.9,15.7,594,4.4,79
PRREPE,23.76,-33.64583,5,449,22,12.6,1181,0.7,77
PRREPE,22.93917,-33.61667,11,330,18.6,10.9,1341,0.7,38
PRREPE,22.95333,-33.64333,12,444,22.3,13.7,732,4.2,55
PRREPE,22.955,-33.65167,12,444,22.3,13.7,732,4.2,55
PRREPE,24.32167,-33.76583,6,434,28.4,17.2,480,5,78
PRREPE,24.32,-33.77917,5,442,28.6,17.3,480,5.1,77
PRREPE,24.3125,-33.7875,5,442,28.6,17.3,480,5.1,77
PRREPE,23.76567,-33.679,3,488,24.7,14.6,797,3.1,78
PRREPE,23.734,-33.66533,4,512,23.3,13.5,969,1.8,85
PRREPE,24.27283,-33.90633,4,521,28.3,17.4,460,5.8,87
PRREPE,23.79417,-33.6995,2,502,26.2,16,610,4.6,80
PRREPE,23.7855,-33.68967,3,502,25,15.1,797,3.6,81
PRREPE,23.786,-33.7085,2,451,26.4,16,480,4.7,69
PRREPE,24.83,-33.60333,14,481,25.5,15.2,746,2.7,90
PRREPE,23.93833,-33.72,3,455,26.6,16.1,541,4.4,80
PRREPE,23.95417,-33.717,3,476,26,15.9,634,4.4,85
PRREPE,23.96333,-33.71667,3,460,25.5,15.5,716,4.1,83
PRREPE,23.96833,-33.715,3,460,25.5,15.5,716,4.1,83
PRREPE,20.88367,-33.9075,8,647,26.8,13.6,1329,1.8,102
PRREPE,20.89533,-33.90167,8,537,27.4,14.5,966,2.6,78
PRREPE,20.90967,-33.90067,8,457,27.9,15.2,643,3.4,61
PRREPE,20.926,-33.89767,9,361,28.1,15.4,643,3.4,44
PRREPE,19.06933,-31.44817,58,310,30.5,17.1,700,5.4,6
PRREPE,22.04117,-33.31933,9,397,24.1,12.4,1372,-1.7,52
PRREPE,22.0375,-33.34,7,700,24.2,12.5,1372,-1.6,88
PRREPE,19.025,-34.33133,37,839,24,15.6,29,7.5,55
PRREPE,19.1235,-33.72367,49,908,26.2,15.1,506,4.9,42
PRREPE,18.9815,-33.99233,44,2067,25.9,13.6,1234,3.7,153
PRREPE,19.11417,-33.73,49,878,27.5,15.8,506,5.3,41
PRREPE,19.0605,-33.714,48,875,28.5,15.8,870,4.9,43
PRREPE,19.06567,-33.69783,48,821,28.8,16.2,732,5.2,43
PRREPE,19.06083,-33.70583,48,821,28.8,16.2,732,5.2,43
PRREPE,19.352,-33.79883,52,519,27.7,16.1,716,6.3,19
PRREPE,23.78917,-33.674,4,470,24.4,14.7,797,3.1,79
PRREPE,23.8005,-33.67517,3,515,24.5,14.7,954,3.1,84
PRREPE,23.79083,-33.6725,4,470,24.4,14.7,797,3.1,79
PRREPE,23.89883,-33.63917,8,266,23,13.5,1131,1.3,51
PRREPE,23.89517,-33.6465,6,269,23.9,14.2,925,2.2,48
PRREPE,23.89883,-33.6405,8,266,23,13.5,1131,1.3,51
PRREPE,23.90033,-33.6365,8,266,23,13.5,1131,1.3,51
PRREPE,23.90517,-33.63383,8,266,23,13.5,1131,1.3,51
PRREPE,19.2865,-33.5765,53,633,30.2,17.3,230,6.1,25
PRREPE,18.45267,-34.09183,44,1203,23.6,15.5,421,7.6,90
PRREPE,19.90833,-34.682,28,502,24.9,16.9,15,8.8,47
PRREPE,19.39617,-33.43383,53,405,24.4,12.6,670,1.2,17
PRREPE,19.3805,-33.4455,53,352,18,8.8,1445,-0.9,15
PRREPE,19.36667,-33.44367,53,467,18.1,8.9,1445,-1,21
PRREPE,19.3645,-33.43783,53,509,23.9,12.3,750,1.1,24
PRREPE,18.41017,-34.08067,43,1153,23.8,16.1,91,8.8,87
PRREPE,20.099,-33.78483,32,294,28.2,16,419,3.4,19
PRREPE,19.872,-33.69017,38,438,23.7,13.2,879,3.4,25
PRREPE,19.83917,-33.6095,40,402,24.4,13.4,902,3.3,20
PRREPE,19.858,-33.60533,40,355,22.1,11.8,1241,2.2,18
PRREPE,19.59417,-33.259,50,427,23.9,11.9,1204,1.3,20
PRREPE,19.52683,-33.26083,53,391,25.6,13,866,1.7,17
PRREPE,18.45383,-34.0905,46,1077,23.8,15.8,21,7.7,75
PRREPE,18.836,-34.323,40,962,26.8,16.1,99,6.4,72
PRREPE,18.82583,-34.28833,40,929,25.4,15.3,366,6.4,66
PRREPE,18.83233,-34.27567,40,929,25.4,15.3,366,6.4,66
PRREPE,18.83233,-34.27633,40,929,25.4,15.3,366,6.4,66
PRREPE,18.83233,-34.20767,,924,27.6,16.1,196,6.3,64
PRREPE,18.82317,-34.18867,,752,,,,,51
PRREPE,18.8275,-34.187,,829,25.7,15.5,366,7,58
PRREPE,18.8275,-34.18867,,829,25.7,15.5,366,7,58
PRREPE,18.83017,-34.19133,,829,25.7,15.5,366,7,58
PRREPE,19.42467,-34.2185,38,481,27.2,16.6,229,6.8,34
PRREPE,19.2365,-34.12117,44,546,27.3,16.4,274,6.6,29
PRREPE,19.06567,-34.0725,46,1275,26.1,14.9,375,4.9,66
PRREPE,24.92167,-33.83833,4,530,26.9,17.9,100,7.9,90
PRREPE,24.95,-33.8,7,508,28.8,18,250,6.5,93
PRREPE,24.458,-33.63733,10,397,28.2,17.2,515,5.2,76
PRREPE,21.65,-34.20583,10,393,27.5,17.3,222,5.9,47
PRREPE,19.40583,-33.43767,53,405,24.4,12.6,670,1.2,17
PRREPE,19.39417,-33.43633,53,405,24.4,12.6,670,1.2,17
PRREPE,19.3865,-33.43517,53,466,24,12.4,750,1.2,21
PRREPE,19.38117,-33.43333,53,466,24,12.4,750,1.2,21
PRREPE,18.42633,-33.94667,46,1073,22.9,14.8,610,7.2,72
PRREPE,26.84467,-33.29667,19,552,27,17.9,380,7.7,122
PRREPE,18.83333,-34.275,40,948,25.4,15.3,366,6.4,67
PRREPE,18.39917,-33.94833,42,1389,22.2,13.8,732,6.2,102
PRREPE,18.83117,-34.278,40,929,25.4,15.3,366,6.4,66
PRREPE,18.85967,-34.26267,40,896,25.1,14.9,369,5.8,63
PRREPE,19.40917,-33.445,53,280,16.8,8.1,1600,-1.4,11
PRREPE,19.2865,-34.10367,44,459,27.4,16.5,317,6.6,23
PRREPE,18.9325,-34.12967,41,952,26.3,15.7,239,6.1,64
PRREPE,18.925,-34.12683,41,946,26.3,15.8,239,6.4,64
PRREPE,18.93967,-34.1135,41,1094,26.3,15.6,239,5.9,69
PRREPE,18.94833,-34.1135,41,1055,25.5,14.7,553,4.9,68
PRREPE,18.91617,-34.09967,42,710,26.8,16.3,229,6.9,41
PRREPE,18.92333,-33.84283,46,812,28.2,16.6,358,7,46
PRREPE,18.91667,-33.8415,47,777,28.5,16.9,201,6.9,43
PRREPE,18.90617,-33.8635,46,832,27.9,16.3,427,6.8,49
PRREPE,19.66283,-33.59417,47,301,27.1,14.7,631,3.5,16
PRREPE,21.1205,-34.25133,12,400,28.7,17.7,137,6.4,56
PRREPE,21.28117,-34.3055,12,515,27.8,17.3,213,6.3,73
PRREPE,21.63867,-34.2915,12,353,27.8,17.4,200,5.9,43
PRREPE,21.691,-34.29317,12,336,27.8,17.3,238,5.5,39
PRREPE,21.705,-34.27617,12,330,26.9,17.1,215,6.1,39
PRREPE,19.43767,-33.20983,55,449,21.7,10.9,1275,0.6,22
PRREPE,19.3295,-33.2365,55,712,24.5,13.1,870,2.3,34
PRREPE,19.39783,-34.02033,41,636,27,16.4,317,6.7,41
PRREPE,19.399,-34.033,41,603,27.3,16.7,317,6.8,43
PRREPE,19.4285,-34.05833,38,500,28,16.9,236,6.7,41
PRREPE,19.46017,-34.04367,36,440,28.8,17,226,6.2,40
PRREPE,19.54917,-33.98417,33,385,28.1,16.1,407,5.2,34
PRREPE,19.5425,-33.98383,33,385,28.1,16.1,407,5.2,34
PRREPE,19.56017,-33.9905,32,412,28.2,16.2,397,5.3,35
PRREPE,19.57033,-33.98517,32,412,28.2,16.2,397,5.3,35
PRREPE,19.57783,-33.9825,32,415,27.7,16.1,397,5.3,32
PRREPE,19.58583,-33.9915,32,415,27.7,16.1,397,5.3,32
PRREPE,19.51567,-33.96167,37,381,26.4,14.3,880,3.7,31
PRREPE,19.3295,-33.88517,50,694,27.7,16.3,738,6.9,29
PRREPE,19.3365,-33.8815,50,694,27.7,16.3,738,6.9,29
PRREPE,19.3275,-33.88833,50,694,27.7,16.3,738,6.9,29
PRREPE,19.33117,-33.88883,50,694,27.7,16.3,738,6.9,29
PRREPE,19.46933,-34.12433,37,471,27.9,16.5,378,6.3,32
PRREPE,19.48383,-34.11417,36,476,28.1,16.5,378,6.2,36
PRREPE,19.0575,-34.086,45,1299,25.4,14.3,526,4.5,72
PRREPE,19.31667,-33.91833,50,781,26.9,16.4,434,7.3,38
PRREPE,19.172,-34.03567,49,741,27.5,16.3,347,6.5,39
PRREPE,19.17917,-34.03917,49,658,27.6,16.4,347,6.8,32
PRREPE,19.41717,-33.71933,54,333,30.1,17.5,210,6.3,14
PRREPE,18.4555,-34.20683,,,23.6,15.3,364,7.6,
PRREPE,19.19433,-34.34283,35,653,24.9,16.2,98,7.9,57
PRREPE,19.19367,-34.30533,36,579,25,15.5,357,6.7,46
PRREPE,19.20217,-34.02883,49,702,27.3,16.3,387,6.7,30
PRREPE,19.16667,-34.04233,49,603,27.3,16.2,265,6.4,35
PRREPE,19.1615,-34.0585,48,627,27.2,16.1,259,6.2,32
PRREPE,19.19733,-34.05317,48,694,27.3,16.4,265,6.8,33
PRREPE,19.05917,-34.0765,46,1368,25.8,14.8,375,4.8,72
PRREPE,19.41,-34.29683,37,465,27.2,16.5,320,6.7,30
PRREPE,19.34833,-34.3005,39,485,27.1,16.4,351,6.8,31
PRREPE,19.34083,-34.297,40,506,26.5,16,503,6.5,31
PRREPE,19.26883,-33.90317,51,810,26.9,15.7,579,6.6,34
PRREPE,19.26883,-33.90317,51,810,26.9,15.7,579,6.6,34
PRREPE,19.285,-33.88017,52,703,24.6,14.4,991,6,31
PRREPE,19.22,-34.022,48,615,27,16.3,287,6.7,28
PRREPE,19.5445,-34.1585,34,470,27.4,15.8,591,6,39
PRREPE,19.58083,-34.15167,32,427,28.3,16.7,363,6.7,39
PRREPE,18.91767,-34.13417,41,946,26.3,15.8,239,6.4,62
PRREPE,18.91,-34.14317,40,871,25.5,15.1,408,6,59
PRREPE,18.9005,-34.13783,41,844,26.1,15.8,82,6.5,54
PRREPE,19.22667,-33.455,51,450,29,15.7,459,3.9,19
PRREPE,19.2365,-33.46083,51,454,29.2,15.9,422,4.2,19
PRREPE,18.92817,-34.055,43,1145,27.3,16.3,219,6.5,68
PRREPE,18.95667,-34.02617,43,1695,27.4,16.1,335,6.3,104
